row_id,order_id,order_date,ship_date,ship_mode,customer_id,country,city,state,postal_code,region,product_id,sales,quantity,discount,profit,customer_name,segment,category,sub_category,product_name
6114,CA-2016-124590,2016-11-12,2016-11-16,Standard Class,SP-20920,United States,Parma,Ohio,44134,East,FUR-CH-10000454,1537.0739999999998,9,0.3,0.0,Susan Pistek,Consumer,Furniture,Chairs,"Hon Deluxe Fabric Upholstered Stacking Chairs, Rounded Back"
4023,CA-2014-154963,2014-06-22,2014-06-27,Standard Class,AA-10645,United States,Chester,Pennsylvania,19013,East,FUR-CH-10000454,853.93,5,0.3,0.0,Anna Andreadi,Consumer,Furniture,Chairs,"Hon Deluxe Fabric Upholstered Stacking Chairs, Rounded Back"
5492,CA-2017-164098,2017-01-26,2017-01-27,First Class,CG-12520,United States,Houston,Texas,77070,Central,OFF-ST-10000615,18.16,2,0.2,1.8159999999999998,Claire Gute,Consumer,Office Supplies,Storage,"SimpliFile Personal File, Black Granite, 15w x 6-15/16d x 11-1/4h"
78,US-2017-118038,2017-12-09,2017-12-11,First Class,KB-16600,United States,Houston,Texas,77041,Central,OFF-ST-10000615,27.24,3,0.2,2.7239999999999998,Ken Brennan,Corporate,Office Supplies,Storage,"SimpliFile Personal File, Black Granite, 15w x 6-15/16d x 11-1/4h"
8879,CA-2017-126928,2017-09-17,2017-09-23,Standard Class,GZ-14470,United States,Morristown,New Jersey,7960,East,OFF-ST-10000615,34.05,3,0.0,9.533999999999999,Gary Zandusky,Consumer,Office Supplies,Storage,"SimpliFile Personal File, Black Granite, 15w x 6-15/16d x 11-1/4h"
5590,CA-2016-115224,2016-12-08,2016-12-11,Second Class,DB-13615,United States,San Francisco,California,94110,West,OFF-ST-10000615,34.05,3,0.0,9.533999999999999,Doug Bickford,Consumer,Office Supplies,Storage,"SimpliFile Personal File, Black Granite, 15w x 6-15/16d x 11-1/4h"
6095,CA-2017-100111,2017-09-20,2017-09-26,Standard Class,SV-20365,United States,New York City,New York,10035,East,OFF-ST-10000615,45.4,4,0.0,12.712,Seth Vernon,Consumer,Office Supplies,Storage,"SimpliFile Personal File, Black Granite, 15w x 6-15/16d x 11-1/4h"
9635,CA-2014-151330,2014-10-14,2014-10-17,First Class,TC-21295,United States,Everett,Massachusetts,2149,East,OFF-ST-10000615,79.45,7,0.0,22.246,Toby Carlisle,Consumer,Office Supplies,Storage,"SimpliFile Personal File, Black Granite, 15w x 6-15/16d x 11-1/4h"
9482,CA-2017-150504,2017-11-06,2017-11-12,Standard Class,HG-14845,United States,Dallas,Texas,75220,Central,OFF-ST-10000615,18.16,2,0.2,1.8159999999999998,Harry Greene,Consumer,Office Supplies,Storage,"SimpliFile Personal File, Black Granite, 15w x 6-15/16d x 11-1/4h"
3065,CA-2017-106859,2017-03-13,2017-03-18,Second Class,BF-11215,United States,Albuquerque,New Mexico,87105,West,OFF-ST-10000615,90.8,8,0.0,25.424,Benjamin Farhat,Home Office,Office Supplies,Storage,"SimpliFile Personal File, Black Granite, 15w x 6-15/16d x 11-1/4h"
6878,US-2015-123918,2015-10-15,2015-10-15,Same Day,CG-12520,United States,Dallas,Texas,75217,Central,FUR-FU-10004952,131.376,6,0.6,-95.2476,Claire Gute,Consumer,Furniture,Furnishings,"C-Line Cubicle Keepers Polyproplyene Holder w/Velcro Back, 8-1/2x11, 25/Bx"
5237,CA-2014-166744,2014-09-20,2014-09-24,Standard Class,DN-13690,United States,Columbia,Maryland,21044,East,FUR-FU-10004952,164.22,3,0.0,50.9082,Duane Noonan,Consumer,Furniture,Furnishings,"C-Line Cubicle Keepers Polyproplyene Holder w/Velcro Back, 8-1/2x11, 25/Bx"
1168,CA-2017-145226,2017-12-08,2017-12-10,Second Class,DL-13315,United States,New York City,New York,10035,East,FUR-FU-10004952,109.48,2,0.0,33.9388,Delfina Latchford,Consumer,Furniture,Furnishings,"C-Line Cubicle Keepers Polyproplyene Holder w/Velcro Back, 8-1/2x11, 25/Bx"
2257,CA-2016-164091,2016-09-17,2016-09-22,Standard Class,LA-16780,United States,Bangor,Maine,4401,East,FUR-FU-10004952,109.48,2,0.0,33.9388,Laura Armstrong,Corporate,Furniture,Furnishings,"C-Line Cubicle Keepers Polyproplyene Holder w/Velcro Back, 8-1/2x11, 25/Bx"
6879,US-2015-123918,2015-10-15,2015-10-15,Same Day,CG-12520,United States,Dallas,Texas,75217,Central,OFF-PA-10003001,5.343999999999999,1,0.2,1.8704,Claire Gute,Consumer,Office Supplies,Paper,Xerox 1986
1652,CA-2014-135699,2014-08-29,2014-08-29,Same Day,HH-15010,United States,San Francisco,California,94110,West,OFF-PA-10003001,13.36,2,0.0,6.4128,Hilary Holden,Corporate,Office Supplies,Paper,Xerox 1986
2177,CA-2016-125738,2016-10-15,2016-10-21,Standard Class,PB-18805,United States,Salt Lake City,Utah,84106,West,OFF-PA-10003001,60.12,9,0.0,28.8576,Patrick Bzostek,Home Office,Office Supplies,Paper,Xerox 1986
6580,CA-2016-169887,2016-10-22,2016-10-22,Same Day,MS-17530,United States,Seattle,Washington,98105,West,OFF-PA-10003001,6.68,1,0.0,3.2064,MaryBeth Skach,Consumer,Office Supplies,Paper,Xerox 1986
3,CA-2016-138688,2016-06-12,2016-06-16,Second Class,DV-13045,United States,Los Angeles,California,90036,West,OFF-LA-10000240,14.62,2,0.0,6.8714,Darrin Van Huff,Corporate,Office Supplies,Labels,Self-Adhesive Address Labels for Typewriters by Universal
2431,CA-2017-100748,2017-05-13,2017-05-20,Standard Class,RB-19795,United States,San Francisco,California,94110,West,OFF-LA-10000240,58.48,8,0.0,27.4856,Ross Baird,Home Office,Office Supplies,Labels,Self-Adhesive Address Labels for Typewriters by Universal
6763,CA-2016-144764,2016-09-02,2016-09-08,Standard Class,RL-19615,United States,Chicago,Illinois,60623,Central,OFF-LA-10000240,29.24,5,0.2,9.8685,Rob Lucas,Consumer,Office Supplies,Labels,Self-Adhesive Address Labels for Typewriters by Universal
2018,CA-2015-113110,2015-03-19,2015-03-23,Standard Class,BK-11260,United States,San Bernardino,California,92404,West,OFF-LA-10000240,14.62,2,0.0,6.8714,Berenike Kampe,Consumer,Office Supplies,Labels,Self-Adhesive Address Labels for Typewriters by Universal
1838,CA-2014-117345,2014-08-01,2014-08-05,Standard Class,BF-10975,United States,Charlotte,North Carolina,28205,South,OFF-LA-10000240,17.544,3,0.2,5.9211,Barbara Fisher,Corporate,Office Supplies,Labels,Self-Adhesive Address Labels for Typewriters by Universal
5928,CA-2014-114314,2014-10-11,2014-10-15,Standard Class,DB-13555,United States,Fayetteville,Arkansas,72701,South,OFF-LA-10000240,7.31,1,0.0,3.4357,Dorothy Badders,Corporate,Office Supplies,Labels,Self-Adhesive Address Labels for Typewriters by Universal
4286,CA-2015-105690,2015-11-21,2015-11-26,Second Class,CA-11965,United States,Port Arthur,Texas,77642,Central,OFF-LA-10000240,11.696,2,0.2,3.9474,Carol Adams,Corporate,Office Supplies,Labels,Self-Adhesive Address Labels for Typewriters by Universal
2977,CA-2017-139773,2017-12-04,2017-12-04,Same Day,DV-13045,United States,Philadelphia,Pennsylvania,19143,East,FUR-CH-10001797,188.55200000000002,7,0.3,-2.6936,Darrin Van Huff,Corporate,Furniture,Chairs,"Safco Chair Connectors, 6/Carton"
2982,CA-2014-131310,2014-07-12,2014-07-18,Standard Class,CL-12565,United States,Seattle,Washington,98115,West,FUR-CH-10001797,123.13600000000001,4,0.2,13.8528,Clay Ludtke,Consumer,Furniture,Chairs,"Safco Chair Connectors, 6/Carton"
4282,CA-2014-166989,2014-11-14,2014-11-18,Standard Class,RM-19675,United States,New York City,New York,10011,East,FUR-CH-10001797,69.264,2,0.1,14.6224,Robert Marley,Home Office,Furniture,Chairs,"Safco Chair Connectors, 6/Carton"
9733,CA-2014-114321,2014-08-20,2014-08-25,Standard Class,NC-18535,United States,Hampton,Virginia,23666,South,FUR-CH-10001797,500.24,13,0.0,145.0696,Nick Crebassa,Corporate,Furniture,Chairs,"Safco Chair Connectors, 6/Carton"
5299,CA-2016-106656,2016-09-23,2016-09-26,First Class,DV-13045,United States,San Diego,California,92037,West,OFF-EN-10001509,4.08,2,0.0,1.9176,Darrin Van Huff,Corporate,Office Supplies,Envelopes,Poly String Tie Envelopes
31,US-2015-150630,2015-09-17,2015-09-21,Standard Class,TB-21520,United States,Philadelphia,Pennsylvania,19140,East,OFF-EN-10001509,3.264,2,0.2,1.1016,Tracy Blumstein,Consumer,Office Supplies,Envelopes,Poly String Tie Envelopes
6963,CA-2016-157161,2016-07-16,2016-07-20,Second Class,JD-15895,United States,Columbia,South Carolina,29203,South,OFF-EN-10001509,10.2,5,0.0,4.794,Jonathan Doherty,Corporate,Office Supplies,Envelopes,Poly String Tie Envelopes
195,CA-2015-131457,2015-10-31,2015-11-06,Standard Class,MZ-17515,United States,Redlands,California,92374,West,OFF-EN-10001509,14.28,7,0.0,6.7116,Mary Zewe,Corporate,Office Supplies,Envelopes,Poly String Tie Envelopes
4154,CA-2017-100160,2017-09-07,2017-09-11,Standard Class,CB-12025,United States,Philadelphia,Pennsylvania,19134,East,OFF-EN-10001509,4.896,3,0.2,1.6524,Cassandra Brandow,Consumer,Office Supplies,Envelopes,Poly String Tie Envelopes
2828,US-2014-112914,2014-09-25,2014-09-30,Standard Class,MT-18070,United States,Houston,Texas,77041,Central,OFF-EN-10001509,3.264,2,0.2,1.1016,Michelle Tran,Home Office,Office Supplies,Envelopes,Poly String Tie Envelopes
5340,CA-2015-146486,2015-11-09,2015-11-14,Second Class,DV-13465,United States,Oceanside,New York,11572,East,OFF-EN-10001509,12.24,6,0.0,5.7528,Dianna Vittorini,Consumer,Office Supplies,Envelopes,Poly String Tie Envelopes
9390,US-2017-127292,2017-01-19,2017-01-23,Standard Class,RM-19375,United States,Burlington,Vermont,5408,East,OFF-EN-10001509,2.04,1,0.0,0.9588,Raymond Messe,Consumer,Office Supplies,Envelopes,Poly String Tie Envelopes
7840,US-2014-137869,2014-03-28,2014-04-02,Standard Class,CV-12295,United States,Des Moines,Iowa,50315,Central,OFF-EN-10001509,6.12,3,0.0,2.8764,Christina VanderZanden,Consumer,Office Supplies,Envelopes,Poly String Tie Envelopes
7775,CA-2016-152800,2016-04-13,2016-04-15,First Class,SP-20920,United States,San Francisco,California,94109,West,OFF-EN-10001509,6.12,3,0.0,2.8764,Susan Pistek,Consumer,Office Supplies,Envelopes,Poly String Tie Envelopes
5343,US-2014-168501,2014-11-21,2014-11-27,Standard Class,JK-15325,United States,Dallas,Texas,75220,Central,OFF-EN-10001509,1.632,1,0.2,0.5508,Jason Klamczynski,Corporate,Office Supplies,Envelopes,Poly String Tie Envelopes
5300,CA-2016-106656,2016-09-23,2016-09-26,First Class,DV-13045,United States,San Diego,California,92037,West,OFF-LA-10003148,18.9,3,0.0,8.693999999999999,Darrin Van Huff,Corporate,Office Supplies,Labels,Avery 51
176,US-2014-100853,2014-09-14,2014-09-19,Standard Class,JB-15400,United States,Chicago,Illinois,60623,Central,OFF-LA-10003148,20.16,4,0.2,6.5520000000000005,Jennifer Braxton,Corporate,Office Supplies,Labels,Avery 51
7442,CA-2015-120446,2015-11-16,2015-11-18,First Class,JG-15805,United States,San Diego,California,92105,West,OFF-LA-10003148,18.9,3,0.0,8.693999999999999,John Grady,Corporate,Office Supplies,Labels,Avery 51
4142,CA-2016-136287,2016-06-13,2016-06-17,Standard Class,SS-20590,United States,Wichita,Kansas,67212,Central,OFF-LA-10003148,18.9,3,0.0,8.693999999999999,Sonia Sunley,Consumer,Office Supplies,Labels,Avery 51
8805,CA-2014-157644,2014-12-31,2015-01-01,First Class,AH-10030,United States,New York City,New York,10035,East,OFF-LA-10003148,18.9,3,0.0,8.693999999999999,Aaron Hawkins,Corporate,Office Supplies,Labels,Avery 51
5618,CA-2017-125745,2017-06-30,2017-07-04,Standard Class,DV-13045,United States,Memphis,Tennessee,38109,South,FUR-FU-10001591,19.52,2,0.2,5.367999999999999,Darrin Van Huff,Corporate,Furniture,Furnishings,Advantus Panel Wall Certificate Holder - 8.5x11
3761,CA-2015-167745,2015-09-18,2015-09-23,Standard Class,GB-14530,United States,Los Angeles,California,90049,West,FUR-FU-10001591,24.4,2,0.0,10.248,George Bell,Corporate,Furniture,Furnishings,Advantus Panel Wall Certificate Holder - 8.5x11
1766,CA-2016-110254,2016-08-04,2016-08-08,Standard Class,ML-17755,United States,Suffolk,Virginia,23434,South,FUR-FU-10001591,109.8,9,0.0,46.11600000000001,Max Ludwig,Home Office,Furniture,Furnishings,Advantus Panel Wall Certificate Holder - 8.5x11
5848,CA-2015-126725,2015-11-17,2015-11-21,Standard Class,BS-11665,United States,San Diego,California,92105,West,FUR-FU-10001591,36.6,3,0.0,15.372,Brian Stugart,Consumer,Furniture,Furnishings,Advantus Panel Wall Certificate Holder - 8.5x11
3089,US-2017-159205,2017-03-31,2017-04-02,Second Class,DB-12910,United States,Henderson,Kentucky,42420,South,FUR-FU-10001591,61.0,5,0.0,25.62,Daniel Byrd,Home Office,Furniture,Furnishings,Advantus Panel Wall Certificate Holder - 8.5x11
5437,CA-2014-103317,2014-07-05,2014-07-08,First Class,DM-13525,United States,Palm Coast,Florida,32137,South,FUR-FU-10001591,19.52,2,0.2,5.367999999999999,Don Miller,Corporate,Furniture,Furnishings,Advantus Panel Wall Certificate Holder - 8.5x11
7345,CA-2017-168389,2017-12-11,2017-12-17,Standard Class,DV-13045,United States,Jacksonville,Florida,32216,South,FUR-TA-10004289,721.875,6,0.45,-420.0,Darrin Van Huff,Corporate,Furniture,Tables,BoxOffice By Design Rectangular and Half-Moon Meeting Room Tables
202,CA-2014-133690,2014-08-03,2014-08-05,First Class,BS-11755,United States,Denver,Colorado,80219,West,FUR-TA-10004289,218.75,2,0.5,-161.875,Bruce Stewart,Consumer,Furniture,Tables,BoxOffice By Design Rectangular and Half-Moon Meeting Room Tables
1714,US-2017-124968,2017-09-08,2017-09-13,Second Class,MM-18055,United States,Chicago,Illinois,60610,Central,FUR-TA-10004289,765.625,7,0.5,-566.5625,Michelle Moray,Consumer,Furniture,Tables,BoxOffice By Design Rectangular and Half-Moon Meeting Room Tables
7346,CA-2017-168389,2017-12-11,2017-12-17,Standard Class,DV-13045,United States,Jacksonville,Florida,32216,South,TEC-PH-10003555,73.568,4,0.2,-16.5528,Darrin Van Huff,Corporate,Technology,Phones,Motorola HK250 Universal Bluetooth Headset
524,US-2016-139486,2016-05-21,2016-05-23,First Class,LH-17155,United States,Los Angeles,California,90032,West,TEC-PH-10003555,55.176,3,0.2,-12.4146,Logan Haushalter,Consumer,Technology,Phones,Motorola HK250 Universal Bluetooth Headset
2406,CA-2017-108574,2017-10-07,2017-10-11,Standard Class,MG-18145,United States,Los Angeles,California,90045,West,TEC-PH-10003555,128.744,7,0.2,-28.9674,Mike Gockenbach,Consumer,Technology,Phones,Motorola HK250 Universal Bluetooth Headset
975,US-2017-103247,2017-10-05,2017-10-08,Second Class,PO-19195,United States,New York City,New York,10011,East,TEC-PH-10003555,160.93,7,0.0,3.2186,Phillina Ober,Home Office,Technology,Phones,Motorola HK250 Universal Bluetooth Headset
1299,CA-2016-134425,2016-12-08,2016-12-12,Second Class,QJ-19255,United States,Saint Paul,Minnesota,55106,Central,TEC-PH-10003555,114.95,5,0.0,2.299,Quincy Jones,Corporate,Technology,Phones,Motorola HK250 Universal Bluetooth Headset
5223,CA-2017-117401,2017-05-18,2017-05-22,Second Class,PP-18955,United States,Springfield,Missouri,65807,Central,TEC-PH-10003555,114.95,5,0.0,2.299,Paul Prost,Home Office,Technology,Phones,Motorola HK250 Universal Bluetooth Headset
9039,CA-2017-157420,2017-11-21,2017-11-21,Same Day,HZ-14950,United States,Houston,Texas,77095,Central,TEC-PH-10003555,55.176,3,0.2,-12.4146,Henia Zydlo,Consumer,Technology,Phones,Motorola HK250 Universal Bluetooth Headset
9455,CA-2015-129546,2015-09-28,2015-10-05,Standard Class,RP-19855,United States,Los Angeles,California,90032,West,TEC-PH-10003555,36.784,2,0.2,-8.2764,Roy Phan,Corporate,Technology,Phones,Motorola HK250 Universal Bluetooth Headset
6866,US-2016-126452,2016-08-21,2016-08-28,Standard Class,SC-20230,United States,Los Angeles,California,90004,West,TEC-PH-10003555,91.96,5,0.2,-20.691,Scot Coram,Corporate,Technology,Phones,Motorola HK250 Universal Bluetooth Headset
7347,CA-2017-168389,2017-12-11,2017-12-17,Standard Class,DV-13045,United States,Jacksonville,Florida,32216,South,OFF-AR-10001958,13.584000000000001,1,0.2,1.3584,Darrin Van Huff,Corporate,Office Supplies,Art,Stanley Bostitch Contemporary Electric Pencil Sharpeners
5109,CA-2017-132213,2017-04-25,2017-04-26,First Class,PN-18775,United States,Nashville,Tennessee,37211,South,OFF-AR-10001958,67.92,5,0.2,6.792000000000001,Parhena Norris,Home Office,Office Supplies,Art,Stanley Bostitch Contemporary Electric Pencil Sharpeners
7377,US-2017-145597,2017-11-02,2017-11-05,First Class,GG-14650,United States,Bloomington,Illinois,61701,Central,OFF-AR-10001958,54.336000000000006,4,0.2,5.4336,Greg Guthrie,Corporate,Office Supplies,Art,Stanley Bostitch Contemporary Electric Pencil Sharpeners
225,CA-2015-169397,2015-12-24,2015-12-27,First Class,JB-15925,United States,Dublin,Ohio,43017,East,OFF-AR-10001958,27.168000000000003,2,0.2,2.7168,Joni Blumstein,Consumer,Office Supplies,Art,Stanley Bostitch Contemporary Electric Pencil Sharpeners
2846,CA-2017-138163,2017-11-17,2017-11-20,First Class,XP-21865,United States,Everett,Massachusetts,2149,East,OFF-AR-10001958,50.94,3,0.0,14.2632,Xylona Preis,Consumer,Office Supplies,Art,Stanley Bostitch Contemporary Electric Pencil Sharpeners
954,CA-2017-136539,2017-12-28,2018-01-01,Standard Class,GH-14665,United States,Round Rock,Texas,78664,Central,OFF-AR-10001958,27.168000000000003,2,0.2,2.7168,Greg Hansen,Consumer,Office Supplies,Art,Stanley Bostitch Contemporary Electric Pencil Sharpeners
6830,CA-2016-118689,2016-10-02,2016-10-09,Standard Class,TC-20980,United States,Lafayette,Indiana,47905,Central,OFF-AR-10001958,33.96,2,0.0,9.5088,Tamara Chand,Corporate,Office Supplies,Art,Stanley Bostitch Contemporary Electric Pencil Sharpeners
7348,CA-2017-168389,2017-12-11,2017-12-17,Standard Class,DV-13045,United States,Jacksonville,Florida,32216,South,FUR-CH-10000225,64.78399999999999,1,0.2,-12.147,Darrin Van Huff,Corporate,Furniture,Chairs,"Global Geo Office Task Chair, Gray"
9301,US-2015-163433,2015-04-18,2015-04-22,Second Class,MP-17965,United States,Mcallen,Texas,78501,Central,FUR-CH-10000225,56.68600000000001,1,0.3,-20.245,Michael Paige,Corporate,Furniture,Chairs,"Global Geo Office Task Chair, Gray"
457,US-2014-110674,2014-02-12,2014-02-18,Standard Class,SC-20095,United States,Concord,California,94521,West,FUR-CH-10000225,129.56799999999998,2,0.2,-24.294,Sanjit Chand,Consumer,Furniture,Chairs,"Global Geo Office Task Chair, Gray"
6068,CA-2017-166695,2017-05-20,2017-05-24,Standard Class,CC-12430,United States,Lakewood,California,90712,West,FUR-CH-10000225,518.2719999999999,8,0.2,-97.176,Chuck Clark,Home Office,Furniture,Chairs,"Global Geo Office Task Chair, Gray"
4646,CA-2016-143910,2016-08-12,2016-08-16,Standard Class,BC-11125,United States,New York City,New York,10011,East,FUR-CH-10000225,145.764,2,0.1,-8.097999999999999,Becky Castell,Home Office,Furniture,Chairs,"Global Geo Office Task Chair, Gray"
2496,CA-2014-136644,2014-06-16,2014-06-22,Standard Class,SC-20575,United States,Mishawaka,Indiana,46544,Central,FUR-CH-10000225,647.84,8,0.0,32.391999999999996,Sonia Cooley,Consumer,Furniture,Chairs,"Global Geo Office Task Chair, Gray"
7362,CA-2016-163594,2016-04-12,2016-04-14,First Class,JF-15295,United States,Los Angeles,California,90036,West,FUR-CH-10000225,194.352,3,0.2,-36.441,Jason Fortune-,Consumer,Furniture,Chairs,"Global Geo Office Task Chair, Gray"
4,US-2015-108966,2015-10-11,2015-10-18,Standard Class,SO-20335,United States,Fort Lauderdale,Florida,33311,South,FUR-TA-10000577,957.5775,5,0.45,-383.031,Sean O'Donnell,Consumer,Furniture,Tables,Bretford CR4500 Series Slim Rectangular Table
25,CA-2015-106320,2015-09-25,2015-09-30,Standard Class,EB-13870,United States,Orem,Utah,84057,West,FUR-TA-10000577,1044.63,3,0.0,240.2649,Emily Burns,Consumer,Furniture,Tables,Bretford CR4500 Series Slim Rectangular Table
6439,US-2017-113992,2017-12-14,2017-12-19,Standard Class,LC-16885,United States,Plano,Texas,75023,Central,FUR-TA-10000577,974.988,4,0.3,-97.4988,Lena Creighton,Consumer,Furniture,Tables,Bretford CR4500 Series Slim Rectangular Table
4193,CA-2015-150875,2015-11-16,2015-11-20,Standard Class,HK-14890,United States,Boise,Idaho,83704,West,FUR-TA-10000577,696.42,2,0.0,160.1766,Heather Kirkland,Corporate,Furniture,Tables,Bretford CR4500 Series Slim Rectangular Table
8207,CA-2015-122266,2015-04-26,2015-04-30,Standard Class,SA-20830,United States,Daytona Beach,Florida,32114,South,FUR-TA-10000577,191.5155,1,0.45,-76.6062,Sue Ann Reed,Consumer,Furniture,Tables,Bretford CR4500 Series Slim Rectangular Table
943,CA-2016-142958,2016-12-13,2016-12-20,Standard Class,RW-19630,United States,Torrance,California,90503,West,FUR-TA-10000577,1114.272,4,0.2,41.7852,Rob Williams,Corporate,Furniture,Tables,Bretford CR4500 Series Slim Rectangular Table
1563,US-2017-102890,2017-06-30,2017-06-30,Same Day,SG-20470,United States,New York City,New York,10011,East,FUR-TA-10000577,1044.63,5,0.4,-295.9785,Sheri Gordon,Consumer,Furniture,Tables,Bretford CR4500 Series Slim Rectangular Table
2610,CA-2014-127446,2014-11-25,2014-11-30,Standard Class,MC-17590,United States,Arlington,Texas,76017,Central,FUR-TA-10000577,1218.735,5,0.3,-121.8735,Matt Collister,Corporate,Furniture,Tables,Bretford CR4500 Series Slim Rectangular Table
5,US-2015-108966,2015-10-11,2015-10-18,Standard Class,SO-20335,United States,Fort Lauderdale,Florida,33311,South,OFF-ST-10000760,22.368000000000002,2,0.2,2.5164,Sean O'Donnell,Consumer,Office Supplies,Storage,Eldon Fold 'N Roll Cart System
2830,CA-2016-124149,2016-04-23,2016-04-26,First Class,MJ-17740,United States,Lancaster,Ohio,43130,East,OFF-ST-10000760,55.92,5,0.2,6.291,Max Jones,Consumer,Office Supplies,Storage,Eldon Fold 'N Roll Cart System
2996,US-2014-150532,2014-07-14,2014-07-21,Standard Class,PB-19150,United States,Phoenix,Arizona,85023,West,OFF-ST-10000760,55.92,5,0.2,6.291,Philip Brown,Consumer,Office Supplies,Storage,Eldon Fold 'N Roll Cart System
6327,CA-2014-167927,2014-01-20,2014-01-26,Standard Class,XP-21865,United States,Westland,Michigan,48185,Central,OFF-ST-10000760,13.98,1,0.0,4.0542,Xylona Preis,Consumer,Office Supplies,Storage,Eldon Fold 'N Roll Cart System
7372,US-2017-123862,2017-01-07,2017-01-09,Second Class,JF-15190,United States,Long Beach,California,90805,West,OFF-ST-10000760,153.78,11,0.0,44.5962,Jamie Frazer,Consumer,Office Supplies,Storage,Eldon Fold 'N Roll Cart System
3374,CA-2015-161718,2015-12-04,2015-12-10,Standard Class,SO-20335,United States,Hempstead,New York,11550,East,FUR-FU-10002445,28.44,3,0.0,11.376,Sean O'Donnell,Consumer,Furniture,Furnishings,"DAX Two-Tone Rosewood/Black Document Frame, Desktop, 5 x 7"
7241,CA-2017-136651,2017-04-23,2017-04-25,Second Class,JF-15355,United States,Pasadena,California,91104,West,FUR-FU-10002445,66.36,7,0.0,26.544,Jay Fein,Consumer,Furniture,Furnishings,"DAX Two-Tone Rosewood/Black Document Frame, Desktop, 5 x 7"
